model,horizon,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error,mean_abs_width_error,mean_abs_height_error
S_FIXED,5,182,182,1.0,94,0.5164835164835165,0.4995784561863509,0.5259859242739415,17.18767365375632,16.347728582461734,0.30437836917903394,3.9725274725274726,5.120879120879123
S_FIXED,6,168,168,1.0,79,0.47023809523809523,0.45209245515320073,0.4735536317701795,19.39281322873654,17.97252034502367,0.34842001724659677,4.5,4.934523809523808
S_FIXED,7,155,155,1.0,62,0.4,0.4085947093625385,0.4283453178467306,21.9620288384797,20.58883798688009,0.4083799565661832,5.064516129032258,5.458064516129032
S_FIXED,8,142,142,1.0,43,0.3028169014084507,0.37127803122585895,0.39767645201933693,24.350525602733907,22.40505806647583,0.43846183049437026,5.542253521126761,5.971830985915492
S_FIXED,9,129,129,1.0,33,0.2558139534883721,0.3395330076216514,0.3438637513024486,26.44726305675736,23.719206469663888,0.45321191139028155,5.891472868217054,6.488372093023254
S_FIXED,10,117,117,1.0,22,0.18803418803418803,0.3062993789725725,0.32527835583842485,28.56748088188733,26.026973655377628,0.5046125112369919,6.136752136752137,6.5897435897435885
S_FIXED,11,106,106,1.0,15,0.14150943396226415,0.27565090809453274,0.28108589857976973,31.081474677908965,29.104044866684433,0.5316218464970065,6.5754716981132075,6.141509433962261
S_FIXED,12,96,96,1.0,7,0.07291666666666667,0.25038015166137934,0.25249341212697296,33.35334715163815,31.158310392708593,0.5573176927580894,7.09375,6.614583333333333
S_FIXED,13,86,86,1.0,5,0.05813953488372093,0.22735015579448642,0.22748115874174324,35.65975674933333,33.590355615883055,0.6268978278919839,7.593023255813954,7.03488372093023
S_FIXED,14,77,77,1.0,3,0.03896103896103896,0.2040984194598354,0.20107238214727224,38.22454284211753,35.85842005118715,0.688048473830522,8.03896103896104,7.597402597402597
S_FIXED,15,68,68,1.0,2,0.029411764705882353,0.1835500837192925,0.16779261397865225,40.816946557719206,37.98691740964135,0.7024973727963904,8.441176470588236,8.191176470588236
S_FIXED,16,59,59,1.0,1,0.01694915254237288,0.16407487964786394,0.15152100334628674,43.47521861655957,41.25720470137567,0.7562266897569299,8.796610169491526,8.779661016949149
S_FIXED,17,50,50,1.0,1,0.02,0.14695937187822314,0.11014567668531447,46.21529174789659,44.037835992792225,0.8487128079273745,9.06,9.5
S_FIXED,18,41,41,1.0,0,0.0,0.13214236060701487,0.07778078669950005,48.949932634592706,46.48040861672468,0.9532435787983542,9.24390243902439,10.39024390243903
S_FIXED,19,32,32,1.0,0,0.0,0.11611746176881917,0.07210023856421735,51.74847509467379,45.14250573648235,1.0636900505822662,9.28125,9.90625
S_FIXED,20,25,25,1.0,0,0.0,0.10341459640734697,0.04578696639881786,55.20740156182191,47.62272145066384,1.0673750290146837,9.36,10.0
S_FIXED,21,19,19,1.0,0,0.0,0.08802986599896011,0.01977175760136324,58.18001530075096,48.26335340663756,1.0896346764185838,9.842105263157896,11.578947368421053
S_FIXED,22,13,13,1.0,0,0.0,0.07922034513876766,0.01537062015282253,59.03507250750303,48.92632885812884,1.31565572085565,11.615384615384615,10.538461538461538
S_FIXED,23,8,8,1.0,0,0.0,0.06185822720276392,0.031714880760745294,64.5516203042716,61.25858183323513,1.273629150083154,13.875,9.625
S_FIXED,24,4,4,1.0,0,0.0,0.041192813640758316,0.0,69.61005312204453,70.46651802188589,1.473103785176679,15.75,13.5
S_RES_CV,1,243,227,0.934156378600823,227,1.0,0.9190217209904776,0.9409889464270701,2.2498625483637116,1.1587058099031118,0.021911048704194434,0.8942731277533041,2.6916299559471377
